EntityName,EntityAbout,EntityType,PropertyName,PropertyAbout,PropertyType,Value,PhenomenonTime,ResultTime
"","","","","","","5.0","2014-10-31T07:58:39.137Z","2014-10-31T08:08:39.137Z"
"","","","","","","5.0","2014-10-31T07:46:33.474Z","2014-10-31T07:56:33.474Z"
"","","","","","","5.0","2014-10-31T07:34:17.540Z","2014-10-31T07:44:17.540Z"
"","","","","","","5.0","2014-10-31T07:22:09.297Z","2014-10-31T07:32:09.297Z"
"","","","","","","5.0","2014-10-31T07:09:46.294Z","2014-10-31T07:19:46.294Z"
"","","","","","","5.0","2014-10-31T06:57:37.547Z","2014-10-31T07:07:37.547Z"
"","","","","","","5.0","2014-10-31T06:45:26.606Z","2014-10-31T06:55:26.606Z"
"","","","","","","5.0","2014-10-31T06:33:23.399Z","2014-10-31T06:43:23.399Z"
"","","","","","","5.0","2014-10-31T06:21:06.445Z","2014-10-31T06:31:06.445Z"
"","","","","","","4.0","2014-10-31T06:08:49.515Z","2014-10-31T06:18:49.515Z"
"","","","","","","4.0","2014-10-31T05:56:48.996Z","2014-10-31T06:06:48.996Z"
"","","","","","","4.0","2014-10-31T05:44:44.485Z","2014-10-31T05:54:44.485Z"
"","","","","","","5.0","2014-10-31T05:32:41.730Z","2014-10-31T05:42:41.730Z"
"","","","","","","5.0","2014-10-31T05:20:32.244Z","2014-10-31T05:30:32.244Z"
"","","","","","","5.0","2014-10-31T05:08:23.048Z","2014-10-31T05:18:23.048Z"
"","","","","","","6.0","2014-10-31T04:56:20.263Z","2014-10-31T05:06:20.263Z"
"","","","","","","6.0","2014-10-31T04:44:12.865Z","2014-10-31T04:54:12.865Z"
"","","","","","","6.0","2014-10-31T04:32:11.600Z","2014-10-31T04:42:11.600Z"
"","","","","","","6.0","2014-10-31T04:20:09.132Z","2014-10-31T04:30:09.132Z"
"","","","","","","6.0","2014-10-31T04:07:57.628Z","2014-10-31T04:17:57.628Z"
"","","","","","","6.0","2014-10-31T03:55:47.146Z","2014-10-31T04:05:47.146Z"
"","","","","","","6.0","2014-10-31T03:43:42.541Z","2014-10-31T03:53:42.541Z"
"","","","","","","6.0","2014-10-31T03:31:41.236Z","2014-10-31T03:41:41.236Z"
"","","","","","","6.0","2014-10-31T03:19:37.369Z","2014-10-31T03:29:37.369Z"
"","","","","","","6.0","2014-10-31T03:07:35.417Z","2014-10-31T03:17:35.417Z"
