EntityName,EntityAbout,EntityType,PropertyName,PropertyAbout,PropertyType,Value,PhenomenonTime,ResultTime
"","","","","","","6.0","2014-10-31T02:56:07.103Z","2014-10-31T03:06:07.103Z"
"","","","","","","6.0","2014-10-31T02:44:05.122Z","2014-10-31T02:54:05.122Z"
"","","","","","","6.0","2014-10-31T02:32:05.901Z","2014-10-31T02:42:05.901Z"
"","","","","","","6.0","2014-10-31T02:19:57.018Z","2014-10-31T02:29:57.018Z"
"","","","","","","6.0","2014-10-31T02:07:52.590Z","2014-10-31T02:17:52.590Z"
"","","","","","","6.0","2014-10-31T01:55:49.966Z","2014-10-31T02:05:49.966Z"
"","","","","","","6.0","2014-10-31T01:43:45.808Z","2014-10-31T01:53:45.808Z"
"","","","","","","6.0","2014-10-31T01:31:40.960Z","2014-10-31T01:41:40.960Z"
"","","","","","","6.0","2014-10-31T01:19:29.663Z","2014-10-31T01:29:29.663Z"
"","","","","","","6.0","2014-10-31T01:07:21.518Z","2014-10-31T01:17:21.518Z"
"","","","","","","6.0","2014-10-31T00:55:06.314Z","2014-10-31T01:05:06.314Z"
"","","","","","","6.0","2014-10-31T00:42:59.628Z","2014-10-31T00:52:59.628Z"
"","","","","","","7.0","2014-10-31T00:30:58.032Z","2014-10-31T00:40:58.032Z"
"","","","","","","7.0","2014-10-31T00:18:45.304Z","2014-10-31T00:28:45.304Z"
"","","","","","","7.0","2014-10-31T00:06:33.561Z","2014-10-31T00:16:33.561Z"
"","","","","","","7.0","2014-10-30T23:54:11.616Z","2014-10-31T00:04:11.616Z"
"","","","","","","7.0","2014-10-30T23:42:08.142Z","2014-10-30T23:52:08.142Z"
"","","","","","","7.0","2014-10-30T23:29:55.235Z","2014-10-30T23:39:55.235Z"
"","","","","","","7.0","2014-10-30T23:17:45.256Z","2014-10-30T23:27:45.256Z"
"","","","","","","7.0","2014-10-30T23:05:31.151Z","2014-10-30T23:15:31.151Z"
"","","","","","","7.0","2014-10-30T22:53:00.180Z","2014-10-30T23:03:00.180Z"
"","","","","","","7.0","2014-10-30T22:40:46.535Z","2014-10-30T22:50:46.535Z"
"","","","","","","7.0","2014-10-30T22:28:31.597Z","2014-10-30T22:38:31.597Z"
"","","","","","","7.0","2014-10-30T22:16:15.044Z","2014-10-30T22:26:15.044Z"
"","","","","","","7.0","2014-10-30T22:03:58.053Z","2014-10-30T22:13:58.053Z"
"","","","","","","7.0","2014-10-30T21:51:42.601Z","2014-10-30T22:01:42.601Z"
"","","","","","","9.0","2014-10-30T21:39:22.472Z","2014-10-30T21:49:22.472Z"
"","","","","","","9.0","2014-10-30T21:27:05.217Z","2014-10-30T21:37:05.217Z"
"","","","","","","9.0","2014-10-30T21:14:45.028Z","2014-10-30T21:24:45.028Z"
"","","","","","","9.0","2014-10-30T21:02:29.132Z","2014-10-30T21:12:29.132Z"
"","","","","","","9.0","2014-10-30T20:50:00.279Z","2014-10-30T21:00:00.279Z"
"","","","","","","9.0","2014-10-30T20:37:54.280Z","2014-10-30T20:47:54.280Z"
"","","","","","","9.0","2014-10-30T20:25:22.347Z","2014-10-30T20:35:22.347Z"
"","","","","","","9.0","2014-10-30T20:12:51.363Z","2014-10-30T20:22:51.363Z"
"","","","","","","9.0","2014-10-30T20:00:17.287Z","2014-10-30T20:10:17.287Z"
"","","","","","","10.0","2014-10-30T19:47:57.139Z","2014-10-30T19:57:57.139Z"
"","","","","","","10.0","2014-10-30T19:35:36.378Z","2014-10-30T19:45:36.378Z"
"","","","","","","11.0","2014-10-30T19:23:08.896Z","2014-10-30T19:33:08.896Z"
"","","","","","","11.0","2014-10-30T19:10:54.037Z","2014-10-30T19:20:54.037Z"
"","","","","","","11.0","2014-10-30T18:58:25.993Z","2014-10-30T19:08:25.993Z"
"","","","","","","11.0","2014-10-30T18:45:57.846Z","2014-10-30T18:55:57.846Z"
"","","","","","","11.0","2014-10-30T18:33:34.764Z","2014-10-30T18:43:34.764Z"
"","","","","","","11.0","2014-10-30T18:20:59.123Z","2014-10-30T18:30:59.123Z"
"","","","","","","11.0","2014-10-30T18:08:36.051Z","2014-10-30T18:18:36.051Z"
"","","","","","","11.0","2014-10-30T17:56:01.264Z","2014-10-30T18:06:01.264Z"
"","","","","","","12.0","2014-10-30T17:43:33.614Z","2014-10-30T17:53:33.614Z"
"","","","","","","12.0","2014-10-30T17:31:07.736Z","2014-10-30T17:41:07.736Z"
"","","","","","","13.0","2014-10-30T17:18:37.495Z","2014-10-30T17:28:37.495Z"
"","","","","","","14.0","2014-10-30T17:06:16.568Z","2014-10-30T17:16:16.568Z"
"","","","","","","13.0","2014-10-30T16:53:34.372Z","2014-10-30T17:03:34.372Z"
"","","","","","","13.0","2014-10-30T16:41:04.168Z","2014-10-30T16:51:04.168Z"
"","","","","","","14.0","2014-10-30T16:28:38.792Z","2014-10-30T16:38:38.792Z"
