EntityName,EntityAbout,EntityType,PropertyName,PropertyAbout,PropertyType,Value,PhenomenonTime,ResultTime
"","","","","","","8.0","2014-10-30T21:27:38.484Z","2014-10-30T21:37:38.484Z"
"","","","","","","9.0","2014-10-30T21:15:18.295Z","2014-10-30T21:25:18.295Z"
"","","","","","","9.0","2014-10-30T21:03:02.410Z","2014-10-30T21:13:02.410Z"
"","","","","","","9.0","2014-10-30T20:50:33.548Z","2014-10-30T21:00:33.548Z"
"","","","","","","9.0","2014-10-30T20:38:27.593Z","2014-10-30T20:48:27.593Z"
"","","","","","","9.0","2014-10-30T20:25:55.644Z","2014-10-30T20:35:55.644Z"
"","","","","","","9.0","2014-10-30T20:13:24.675Z","2014-10-30T20:23:24.675Z"
"","","","","","","9.0","2014-10-30T20:00:50.570Z","2014-10-30T20:10:50.570Z"
"","","","","","","9.0","2014-10-30T19:48:30.438Z","2014-10-30T19:58:30.438Z"
"","","","","","","9.0","2014-10-30T19:36:09.678Z","2014-10-30T19:46:09.678Z"
"","","","","","","10.0","2014-10-30T19:23:42.176Z","2014-10-30T19:33:42.176Z"
"","","","","","","10.0","2014-10-30T19:11:27.340Z","2014-10-30T19:21:27.340Z"
"","","","","","","11.0","2014-10-30T18:58:59.263Z","2014-10-30T19:08:59.263Z"
"","","","","","","11.0","2014-10-30T18:46:31.125Z","2014-10-30T18:56:31.125Z"
"","","","","","","11.0","2014-10-30T18:34:08.042Z","2014-10-30T18:44:08.042Z"
"","","","","","","11.0","2014-10-30T18:21:32.405Z","2014-10-30T18:31:32.405Z"
"","","","","","","11.0","2014-10-30T18:09:09.321Z","2014-10-30T18:19:09.321Z"
"","","","","","","11.0","2014-10-30T17:56:34.559Z","2014-10-30T18:06:34.559Z"
"","","","","","","12.0","2014-10-30T17:44:06.895Z","2014-10-30T17:54:06.895Z"
"","","","","","","12.0","2014-10-30T17:31:41.009Z","2014-10-30T17:41:41.009Z"
"","","","","","","13.0","2014-10-30T17:19:10.794Z","2014-10-30T17:29:10.794Z"
"","","","","","","14.0","2014-10-30T17:06:49.855Z","2014-10-30T17:16:49.855Z"
"","","","","","","14.0","2014-10-30T16:54:07.665Z","2014-10-30T17:04:07.665Z"
"","","","","","","14.0","2014-10-30T16:41:37.460Z","2014-10-30T16:51:37.460Z"
"","","","","","","14.0","2014-10-30T16:29:12.088Z","2014-10-30T16:39:12.088Z"
