EntityName,EntityAbout,EntityType,PropertyName,PropertyAbout,PropertyType,Value,PhenomenonTime,ResultTime
"","","","","","","6.0","2014-10-31T02:51:18.416Z","2014-10-31T03:01:18.416Z"
"","","","","","","6.0","2014-10-31T02:39:16.447Z","2014-10-31T02:49:16.447Z"
"","","","","","","6.0","2014-10-31T02:27:17.214Z","2014-10-31T02:37:17.214Z"
"","","","","","","6.0","2014-10-31T02:15:08.399Z","2014-10-31T02:25:08.399Z"
"","","","","","","6.0","2014-10-31T02:03:03.939Z","2014-10-31T02:13:03.939Z"
"","","","","","","6.0","2014-10-31T01:51:01.332Z","2014-10-31T02:01:01.332Z"
"","","","","","","6.0","2014-10-31T01:38:57.126Z","2014-10-31T01:48:57.126Z"
"","","","","","","6.0","2014-10-31T01:26:52.333Z","2014-10-31T01:36:52.333Z"
"","","","","","","6.0","2014-10-31T01:14:40.963Z","2014-10-31T01:24:40.963Z"
"","","","","","","6.0","2014-10-31T01:02:32.765Z","2014-10-31T01:12:32.765Z"
"","","","","","","6.0","2014-10-31T00:50:17.588Z","2014-10-31T01:00:17.588Z"
"","","","","","","6.0","2014-10-31T00:38:10.897Z","2014-10-31T00:48:10.897Z"
"","","","","","","6.0","2014-10-31T00:26:09.340Z","2014-10-31T00:36:09.340Z"
"","","","","","","7.0","2014-10-31T00:13:56.625Z","2014-10-31T00:23:56.625Z"
"","","","","","","7.0","2014-10-31T00:01:44.910Z","2014-10-31T00:11:44.910Z"
"","","","","","","7.0","2014-10-30T23:49:22.979Z","2014-10-30T23:59:22.979Z"
"","","","","","","7.0","2014-10-30T23:37:19.498Z","2014-10-30T23:47:19.498Z"
"","","","","","","7.0","2014-10-30T23:25:06.619Z","2014-10-30T23:35:06.619Z"
"","","","","","","7.0","2014-10-30T23:12:56.645Z","2014-10-30T23:22:56.645Z"
"","","","","","","7.0","2014-10-30T23:00:42.466Z","2014-10-30T23:10:42.466Z"
"","","","","","","7.0","2014-10-30T22:48:11.458Z","2014-10-30T22:58:11.458Z"
"","","","","","","7.0","2014-10-30T22:35:57.754Z","2014-10-30T22:45:57.754Z"
"","","","","","","7.0","2014-10-30T22:23:42.800Z","2014-10-30T22:33:42.800Z"
"","","","","","","7.0","2014-10-30T22:11:26.427Z","2014-10-30T22:21:26.427Z"
"","","","","","","7.0","2014-10-30T21:59:09.379Z","2014-10-30T22:09:09.379Z"
"","","","","","","7.0","2014-10-30T21:46:53.899Z","2014-10-30T21:56:53.899Z"
"","","","","","","8.0","2014-10-30T21:34:33.798Z","2014-10-30T21:44:33.798Z"
"","","","","","","9.0","2014-10-30T21:22:16.599Z","2014-10-30T21:32:16.599Z"
"","","","","","","9.0","2014-10-30T21:09:56.424Z","2014-10-30T21:19:56.424Z"
"","","","","","","9.0","2014-10-30T20:57:40.461Z","2014-10-30T21:07:40.461Z"
"","","","","","","9.0","2014-10-30T20:45:11.684Z","2014-10-30T20:55:11.684Z"
"","","","","","","9.0","2014-10-30T20:33:05.711Z","2014-10-30T20:43:05.711Z"
"","","","","","","9.0","2014-10-30T20:20:33.705Z","2014-10-30T20:30:33.705Z"
"","","","","","","9.0","2014-10-30T20:08:02.645Z","2014-10-30T20:18:02.645Z"
"","","","","","","9.0","2014-10-30T19:55:28.637Z","2014-10-30T20:05:28.637Z"
"","","","","","","10.0","2014-10-30T19:43:08.509Z","2014-10-30T19:53:08.509Z"
"","","","","","","10.0","2014-10-30T19:30:47.707Z","2014-10-30T19:40:47.707Z"
"","","","","","","10.0","2014-10-30T19:18:20.198Z","2014-10-30T19:28:20.198Z"
"","","","","","","10.0","2014-10-30T19:06:05.330Z","2014-10-30T19:16:05.330Z"
"","","","","","","11.0","2014-10-30T18:53:37.263Z","2014-10-30T19:03:37.263Z"
"","","","","","","11.0","2014-10-30T18:41:09.119Z","2014-10-30T18:51:09.119Z"
"","","","","","","11.0","2014-10-30T18:28:46.105Z","2014-10-30T18:38:46.105Z"
"","","","","","","11.0","2014-10-30T18:16:10.416Z","2014-10-30T18:26:10.416Z"
"","","","","","","11.0","2014-10-30T18:03:47.550Z","2014-10-30T18:13:47.550Z"
"","","","","","","11.0","2014-10-30T17:51:12.567Z","2014-10-30T18:01:12.567Z"
"","","","","","","12.0","2014-10-30T17:38:44.958Z","2014-10-30T17:48:44.958Z"
"","","","","","","12.0","2014-10-30T17:26:19.053Z","2014-10-30T17:36:19.053Z"
"","","","","","","12.0","2014-10-30T17:13:48.882Z","2014-10-30T17:23:48.882Z"
"","","","","","","13.0","2014-10-30T17:01:27.899Z","2014-10-30T17:11:27.899Z"
"","","","","","","13.0","2014-10-30T16:48:45.767Z","2014-10-30T16:58:45.767Z"
"","","","","","","14.0","2014-10-30T16:36:15.466Z","2014-10-30T16:46:15.466Z"
"","","","","","","14.0","2014-10-30T16:23:50.104Z","2014-10-30T16:33:50.104Z"
