EntityName,EntityAbout,EntityType,PropertyName,PropertyAbout,PropertyType,Value,PhenomenonTime,ResultTime
"","","","","","","6.0","2014-10-31T03:29:15.540Z","2014-10-31T03:39:15.540Z"
"","","","","","","6.0","2014-10-31T03:17:11.637Z","2014-10-31T03:27:11.637Z"
"","","","","","","6.0","2014-10-31T03:05:09.643Z","2014-10-31T03:15:09.643Z"
"","","","","","","6.0","2014-10-31T02:53:09.841Z","2014-10-31T03:03:09.841Z"
"","","","","","","6.0","2014-10-31T02:41:07.859Z","2014-10-31T02:51:07.859Z"
"","","","","","","6.0","2014-10-31T02:29:08.622Z","2014-10-31T02:39:08.622Z"
"","","","","","","6.0","2014-10-31T02:16:59.795Z","2014-10-31T02:26:59.795Z"
"","","","","","","6.0","2014-10-31T02:04:55.318Z","2014-10-31T02:14:55.318Z"
"","","","","","","6.0","2014-10-31T01:52:52.721Z","2014-10-31T02:02:52.721Z"
"","","","","","","6.0","2014-10-31T01:40:48.564Z","2014-10-31T01:50:48.564Z"
"","","","","","","6.0","2014-10-31T01:28:43.718Z","2014-10-31T01:38:43.718Z"
"","","","","","","6.0","2014-10-31T01:16:32.362Z","2014-10-31T01:26:32.362Z"
"","","","","","","6.0","2014-10-31T01:04:24.186Z","2014-10-31T01:14:24.186Z"
"","","","","","","6.0","2014-10-31T00:52:09.003Z","2014-10-31T01:02:09.003Z"
"","","","","","","6.0","2014-10-31T00:40:02.346Z","2014-10-31T00:50:02.346Z"
"","","","","","","6.0","2014-10-31T00:28:00.741Z","2014-10-31T00:38:00.741Z"
"","","","","","","6.0","2014-10-31T00:15:48.030Z","2014-10-31T00:25:48.030Z"
"","","","","","","6.0","2014-10-31T00:03:36.319Z","2014-10-31T00:13:36.319Z"
"","","","","","","7.0","2014-10-30T23:51:14.376Z","2014-10-31T00:01:14.376Z"
"","","","","","","7.0","2014-10-30T23:39:10.896Z","2014-10-30T23:49:10.896Z"
"","","","","","","7.0","2014-10-30T23:26:58.015Z","2014-10-30T23:36:58.015Z"
"","","","","","","7.0","2014-10-30T23:14:48.018Z","2014-10-30T23:24:48.018Z"
"","","","","","","7.0","2014-10-30T23:02:33.887Z","2014-10-30T23:12:33.887Z"
"","","","","","","7.0","2014-10-30T22:50:02.886Z","2014-10-30T23:00:02.886Z"
"","","","","","","7.0","2014-10-30T22:37:49.197Z","2014-10-30T22:47:49.197Z"
"","","","","","","7.0","2014-10-30T22:25:34.264Z","2014-10-30T22:35:34.264Z"
"","","","","","","7.0","2014-10-30T22:13:17.825Z","2014-10-30T22:23:17.825Z"
"","","","","","","7.0","2014-10-30T22:01:00.798Z","2014-10-30T22:11:00.798Z"
"","","","","","","8.0","2014-10-30T21:48:45.315Z","2014-10-30T21:58:45.315Z"
"","","","","","","8.0","2014-10-30T21:36:25.214Z","2014-10-30T21:46:25.214Z"
"","","","","","","9.0","2014-10-30T21:24:07.981Z","2014-10-30T21:34:07.981Z"
"","","","","","","9.0","2014-10-30T21:11:47.821Z","2014-10-30T21:21:47.821Z"
"","","","","","","9.0","2014-10-30T20:59:31.854Z","2014-10-30T21:09:31.854Z"
"","","","","","","9.0","2014-10-30T20:47:03.123Z","2014-10-30T20:57:03.123Z"
"","","","","","","9.0","2014-10-30T20:34:57.068Z","2014-10-30T20:44:57.068Z"
"","","","","","","9.0","2014-10-30T20:22:25.083Z","2014-10-30T20:32:25.083Z"
"","","","","","","9.0","2014-10-30T20:09:54.067Z","2014-10-30T20:19:54.067Z"
"","","","","","","9.0","2014-10-30T19:57:20.056Z","2014-10-30T20:07:20.056Z"
"","","","","","","10.0","2014-10-30T19:44:59.902Z","2014-10-30T19:54:59.902Z"
"","","","","","","9.0","2014-10-30T19:32:39.117Z","2014-10-30T19:42:39.117Z"
"","","","","","","10.0","2014-10-30T19:20:11.603Z","2014-10-30T19:30:11.603Z"
